wavelength,transparent
252.54524886877832,0.23052707687020302
267.81674208144796,0.24960759049281478
290.7239819004525,0.2663561017252505
300.90497737556564,0.28459901735186577
313.631221719457,0.30992269003763795
331.447963800905,0.3327267090789974
351.8099547511312,0.33886046102270484
367.0814479638009,0.3655175818130374
384.8981900452489,0.35850406950339675
400.16968325791856,0.38035007612779737
423.07692307692315,0.37279299134388566
445.9841628959277,0.37279299134388566
463.80090497737564,0.37279299134388566
489.2533936651584,0.37279299134388566
512.1606334841629,0.37279299134388566
540.158371040724,0.37279299134388566
568.1561085972852,0.37279299134388566
621.6063348416291,0.37279299134388566
662.3303167420813,0.3655175818130374
708.1447963800905,0.35850406950339675
769.2307692307692,0.3517343485727906
865.950226244344,0.34519160632044077
929.5814479638008,0.3517343485727906
955.0339366515838,0.33886046102270484
1056.843891402715,0.34519160632044077
1105.2036199095023,0.33886046102270484
1143.3823529411764,0.3267774386331439
1176.4705882352941,0.31538579100742936
1191.7420814479638,0.30992269003763795
1270.6447963800904,0.30992269003763795
1283.3710407239819,0.29941706731915474
1316.4592760180994,0.294358997605741
1357.183257918552,0.2752769426442683
1382.635746606335,0.2578072822652757
1397.9072398190044,0.22343148244544864
1418.269230769231,0.1842103023082018
1438.6312217194575,0.17208926333114505
1461.5384615384617,0.1655319225974381
1489.5361990950225,0.17439133347943425
1514.988687782805,0.1922422074712813
1545.5316742081452,0.20388318318873644
1573.529411764706,0.20696449931710958
1601.5271493212674,0.21662979759275913
1629.524886877828,0.21662979759275913
1667.7036199095025,0.22343148244544864
1693.156108597285,0.21662979759275913
1713.5180995475116,0.20696449931710958
1731.3348416289593,0.20696449931710958
1769.5135746606336,0.18949959194287658
1802.601809954751,0.1922422074712813
1833.1447963800906,0.1842103023082018
1866.2330316742082,0.16766074858605862
1881.5045248868773,0.14389066258445382
1894.2307692307693,0.1171804666519165
1909.5022624434393,0.08829283202067018
1924.7737556561087,0.07301551755517721
1940.0452488687783,0.0709065948612988
1955.316742081448,0.07301551755517721
1978.2239819004528,0.08211495680734515
2003.6764705882351,0.09507895074784756
2031.6742081447965,0.1032725889235735
2057.1266968325795,0.10641879681497812
2085.124434389141,0.10747486120089889
2123.3031674208137,0.11607918795198202
2156.391402714932,0.12167294463142753
2181.8438914027147,0.12398518342524767
2225.1131221719456,0.12282267399132252
2260.746606334841,0.11607918795198202
2283.653846153846,0.10536639392375946
2298.9253393665153,0.09408202348276973
2311.651583710407,0.09211281733587384
2329.468325791855,0.09408202348276973
2354.920814479638,0.08829283202067018
2375.2828054298643,0.08295044768601656
2395.6447963800897,0.07971610594540834
2410.91628959276,0.07821215456351638
2436.3687782805428,0.07192227989435196
2454.185520361991,0.06674602441489697
2469.457013574661,0.0634629144333303
2484.72850678733,0.05984821170568466
2500.0,0.05757806450128555
